"UserID","YOB","Gender","Income","HouseholdStatus","EducationLevel","Party","Happy","Q124742","Q124122","Q123464","Q123621","Q122769","Q122770","Q122771","Q122120","Q121699","Q121700","Q120978","Q121011","Q120379","Q120650","Q120472","Q120194","Q120012","Q120014","Q119334","Q119851","Q119650","Q118892","Q118117","Q118232","Q118233","Q118237","Q117186","Q117193","Q116797","Q116881","Q116953","Q116601","Q116441","Q116448","Q116197","Q115602","Q115777","Q115610","Q115611","Q115899","Q115390","Q114961","Q114748","Q115195","Q114517","Q114386","Q113992","Q114152","Q113583","Q113584","Q113181","Q112478","Q112512","Q112270","Q111848","Q111580","Q111220","Q110740","Q109367","Q108950","Q109244","Q108855","Q108617","Q108856","Q108754","Q108342","Q108343","Q107869","Q107491","Q106993","Q106997","Q106272","Q106388","Q106389","Q106042","Q105840","Q105655","Q104996","Q103293","Q102906","Q102674","Q102687","Q102289","Q102089","Q101162","Q101163","Q101596","Q100689","Q100680","Q100562","Q99982","Q100010","Q99716","Q99581","Q99480","Q98869","Q98578","Q98059","Q98078","Q98197","Q96024","votes","sumNA","VQ_ratio"
4474,1978,"Male","under $25,000","Single (no kids)","Current Undergraduate","Other",0,"No","Yes","Yes","No","Yes","Yes","Public","No","No","No","No","Yes","No","Yes","Science","Try first","Yes","No","No","No","Giving","Yes","No","Pragmatist","Yes","No","Cool headed","Odd hours","Yes","Right","Yes","Yes","No","No","P.M.","Yes","Start","No","No","Circumstances","Yes","Yes","No","Yes","No","Mysterious","No","No","Tunes","Technology","No","Yes","Yes","Yes","No","Supportive","No","PC","No","Risk-friendly","No","Umm...","No","Space","No","Online","No","Yes","Yes","No","Grrr people","No","No","Yes","No","No","Yes","Yes","Yes","Yes","No","No","No","Own","Pessimist","Dad","No","No","Yes","Yes","Nope","Yes","No","Yes","No","No","Yes","Yes","No","No","Yes",57,45,0.522935779816514
4476,1968,"Male","$75,000 - $100,000","Married (w/kids)","Bachelor's Degree","Republican",0,"No","No","No","Yes","Yes","No","Public","No","Yes","No","Yes","No","No","Yes","Art","Try first","No","No","No","No","Giving","Yes","No","Pragmatist","No","No","Hot headed","Odd hours","No","Happy","Yes","Yes","Yes","No","A.M.","Yes","End","Yes","No","Me","No","Yes","No","Yes","No","Mysterious","No","No","Tunes","Technology","Yes","Yes","Yes","Yes","No","Supportive","No","PC","No","Cautious","No","Umm...","No","Space","Yes","In-person","Yes","Yes","Yes","Yes","Yay people!","Yes","Yes","No","No","Yes","Yes","No","Yes","Yes","Yes","Yes","No","Own","Optimist","Mom","No","Yes","Yes","Yes","Check!","Yes","No","No","Yes","Yes","No","Yes","Yes","Yes","Yes",91,10,0.834862385321101
4479,1992,"Female","$75,000 - $100,000","Married (w/kids)","Bachelor's Degree","Libertarian",0,"No","No","No","No","No","No","Public","No","Yes","No","Yes","Yes","No","Yes","Art","Study first","Yes","No","Yes","Yes","Giving","No","No","Pragmatist","No","Yes","Hot headed","Odd hours","No","Happy","No","Yes","Yes","Yes","P.M.","No","Start","Yes","No","Me","Yes","Yes","Yes","No","No","TMI","No","No","Tunes","Technology","Yes","Yes","Yes","Yes","No","Demanding","Yes","Mac","Yes","Risk-friendly","No","Umm...","No","Socialize","No","Online","Yes","No","Yes","Yes","Grrr people","Yes","Yes","Yes","Yes","Yes","Yes","No","No","Yes","Yes","Yes","No","Rent","Optimist","Mom","No","Yes","Yes","Yes","Check!","Yes","No","No","Yes","Yes","No","Yes","Yes","Yes","No",31,75,0.284403669724771
4480,1997,"Female","$100,001 - $150,000","Single (no kids)","Current K-12","Independent",0,"No","Yes","Yes","No","No","Yes","Public","No","Yes","No","Yes","No","Yes","Yes","Art","Try first","Yes","Yes","No","Yes","Giving","No","No","Idealist","No","Yes","Hot headed","Standard hours","Yes","Right","No","Yes","No","Yes","P.M.","No","Start","Yes","No","Me","No","Yes","Yes","Yes","Yes","Mysterious","No","No","Tunes","People","No","Yes","Yes","Yes","Yes","Demanding","Yes","Mac","No","Cautious","Yes","Umm...","No","Space","Yes","In-person","No","No","Yes","Yes","Grrr people","No","No","Yes","Yes","Yes","Yes","Yes","Yes","No","No","No","No","Own","Pessimist","Mom","No","No","Yes","Yes","Nope","Yes","No","No","No","No","Yes","Yes","Yes","No","Yes",39,62,0.357798165137615
4483,1984,"Female","$75,000 - $100,000","Married (w/kids)","Bachelor's Degree","Republican",0,"No","Yes","No","No","No","Yes","Public","No","Yes","No","No","Yes","No","Yes","Science","Study first","No","No","No","Yes","Giving","No","No","Pragmatist","No","Yes","Cool headed","Odd hours","No","Right","Yes","Yes","Yes","No","P.M.","Yes","End","Yes","Yes","Circumstances","No","Yes","Yes","No","Yes","TMI","No","Yes","Tunes","People","Yes","No","Yes","No","Yes","Demanding","No","PC","Yes","Cautious","No","Yes!","No","Space","No","Online","No","Yes","Yes","Yes","Grrr people","Yes","No","Yes","Yes","Yes","Yes","Yes","No","No","No","Yes","No","Own","Optimist","Mom","Yes","Yes","Yes","No","Check!","Yes","No","No","Yes","Yes","No","Only-child","No","Yes","Yes",98,5,0.899082568807339
4485,1995,"Female","$25,001 - $50,000","Single (no kids)","Current Undergraduate","Democrat",0,"No","Yes","No","No","Yes","No","Public","No","Yes","Yes","Yes","Yes","No","Yes","Science","Study first","No","Yes","Yes","No","Giving","No","No","Pragmatist","No","Yes","Hot headed","Standard hours","No","Happy","Yes","Yes","No","Yes","P.M.","Yes","Start","Yes","No","Circumstances","Yes","No","Yes","No","No","TMI","Yes","Yes","Tunes","Technology","Yes","No","Yes","Yes","Yes","Supportive","Yes","PC","No","Risk-friendly","No","Umm...","No","Socialize","Yes","In-person","No","No","Yes","Yes","Yay people!","Yes","No","No","No","Yes","Yes","Yes","Yes","Yes","No","No","Yes","Rent","Optimist","Mom","No","No","Yes","Yes","Check!","No","Yes","No","No","No","No","Yes","Yes","Yes","Yes",38,64,0.348623853211009
4488,1990,"Male","$100,001 - $150,000","Single (no kids)","Bachelor's Degree","Republican",1,"No","Yes","No","No","No","Yes","Public","No","Yes","Yes","Yes","Yes","Yes","Yes","Science","Study first","Yes","Yes","Yes","No","Giving","No","No","Idealist","No","Yes","Cool headed","Standard hours","No","Happy","No","Yes","No","No","A.M.","Yes","End","Yes","Yes","Me","Yes","Yes","Yes","Yes","No","TMI","No","No","Tunes","People","Yes","Yes","Yes","Yes","Yes","Supportive","No","Mac","Yes","Risk-friendly","Yes","Yes!","No","Socialize","No","Online","Yes","No","Yes","Yes","Yay people!","No","No","No","No","Yes","Yes","No","No","No","Yes","No","Yes","Rent","Optimist","Mom","No","No","Yes","Yes","Check!","Yes","No","No","Yes","Yes","Yes","Yes","No","No","Yes",53,49,0.486238532110092
4489,1998,"Male","$100,001 - $150,000","Single (no kids)","Current K-12","Republican",1,"No","No","No","No","No","Yes","Private","No","No","Yes","Yes","Yes","Yes","Yes","Science","Study first","No","Yes","Yes","Yes","Giving","No","Yes","Idealist","Yes","No","Cool headed","Odd hours","No","Right","No","Yes","No","Yes","P.M.","Yes","Start","Yes","Yes","Circumstances","Yes","No","Yes","No","No","TMI","No","No","Tunes","People","No","No","No","Yes","Yes","Supportive","No","PC","Yes","Cautious","No","Umm...","No","Socialize","Yes","In-person","No","No","Yes","Yes","Grrr people","No","No","Yes","No","No","Yes","Yes","Yes","Yes","No","Yes","Yes","Own","Optimist","Mom","No","No","No","Yes","Nope","No","No","No","Yes","Yes","Yes","Yes","Yes","No","Yes",27,74,0.247706422018349
4491,1990,"Male","$25,001 - $50,000","Single (no kids)","Bachelor's Degree","Republican",0,"Yes","No","No","Yes","No","Yes","Private","No","Yes","No","Yes","Yes","No","Yes","Science","Study first","No","Yes","No","No","Giving","Yes","No","Pragmatist","Yes","No","Cool headed","Odd hours","No","Happy","No","Yes","No","No","P.M.","No","Start","Yes","Yes","Circumstances","Yes","Yes","Yes","Yes","No","TMI","No","No","Tunes","Technology","Yes","No","Yes","Yes","No","Supportive","No","Mac","No","Cautious","No","Yes!","No","Socialize","Yes","In-person","No","Yes","Yes","Yes","Yay people!","No","No","Yes","No","Yes","No","Yes","Yes","Yes","No","Yes","Yes","Rent","Optimist","Dad","Yes","No","No","Yes","Nope","No","No","No","No","Yes","Yes","Yes","No","No","Yes",101,0,0.926605504587156
4493,1998,"Female","$50,000 - $74,999","Single (no kids)","Current K-12","Independent",0,"Yes","No","No","No","No","Yes","Public","No","No","No","Yes","No","Yes","Yes","Science","Study first","Yes","No","No","Yes","Receiving","Yes","Yes","Idealist","No","No","Cool headed","Standard hours","No","Happy","No","No","No","Yes","P.M.","Yes","Start","Yes","No","Circumstances","Yes","Yes","No","No","No","Mysterious","No","No","Tunes","Technology","No","Yes","Yes","No","No","Supportive","Yes","PC","No","Cautious","Yes","Umm...","No","Space","No","In-person","No","Yes","Yes","Yes","Grrr people","No","No","Yes","No","Yes","Yes","No","No","No","No","No","No","Own","Optimist","Dad","No","No","No","Yes","Check!","Yes","No","No","Yes","Yes","Yes","Yes","No","No","No",96,6,0.880733944954128
4499,2000,"Male","under $25,000","Single (no kids)","Current K-12","Republican",1,"Yes","No","No","No","Yes","No","Private","Yes","No","Yes","Yes","No","Yes","Yes","Science","Try first","No","Yes","No","No","Receiving","No","Yes","Idealist","Yes","No","Cool headed","Standard hours","No","Right","Yes","No","Yes","Yes","A.M.","Yes","Start","Yes","Yes","Circumstances","No","Yes","Yes","Yes","No","TMI","No","No","Tunes","People","Yes","Yes","Yes","Yes","Yes","Supportive","No","Mac","Yes","Risk-friendly","No","Yes!","No","Socialize","No","In-person","No","No","Yes","Yes","Grrr people","Yes","Yes","No","Yes","Yes","No","No","Yes","Yes","No","Yes","No","Own","Optimist","Mom","Yes","No","Yes","Yes","Check!","Yes","No","No","Yes","Yes","Yes","Yes","No","Yes","Yes",33,68,0.302752293577982
4500,1999,"Male","$50,000 - $74,999","Single (no kids)","Current K-12","Republican",1,"No","Yes","No","No","No","Yes","Public","Yes","No","No","Yes","Yes","Yes","Yes","Science","Study first","Yes","Yes","No","Yes","Receiving","No","Yes","Idealist","No","No","Hot headed","Standard hours","Yes","Right","Yes","No","No","No","P.M.","Yes","End","Yes","Yes","Me","Yes","No","No","No","Yes","Mysterious","Yes","No","Tunes","People","Yes","No","No","Yes","No","Demanding","No","PC","Yes","Cautious","No","Yes!","Yes","Space","No","In-person","No","Yes","No","Yes","Yay people!","No","No","No","No","No","No","No","No","No","No","No","No","Own","Optimist","Dad","No","Yes","No","Yes","Nope","Yes","No","No","Yes","Yes","No","Yes","No","Yes","Yes",96,6,0.880733944954128
4501,2001,"Male","over $150,000","Single (no kids)","Current K-12","Republican",1,"No","No","No","No","No","No","Public","No","No","No","Yes","No","Yes","Yes","Science","Try first","Yes","Yes","No","Yes","Giving","No","No","Pragmatist","No","Yes","Cool headed","Odd hours","Yes","Happy","No","Yes","No","Yes","P.M.","Yes","End","Yes","Yes","Me","No","Yes","No","Yes","Yes","Mysterious","No","Yes","Tunes","People","Yes","Yes","No","Yes","No","Supportive","Yes","PC","No","Risk-friendly","No","Yes!","No","Socialize","Yes","In-person","No","No","Yes","Yes","Yay people!","No","No","Yes","Yes","No","No","Yes","No","No","No","Yes","Yes","Own","Optimist","Dad","No","No","Yes","Yes","Nope","Yes","No","Yes","No","Yes","Yes","Yes","No","No","Yes",44,57,0.403669724770642
4502,1996,"Male","under $25,000","Single (no kids)","Current K-12","Democrat",1,"No","Yes","No","No","No","Yes","Private","No","Yes","No","Yes","Yes","Yes","No","Art","Study first","No","Yes","Yes","No","Giving","No","No","Idealist","No","No","Cool headed","Standard hours","No","Happy","Yes","No","No","No","P.M.","Yes","End","Yes","No","Circumstances","No","No","Yes","Yes","No","Mysterious","No","Yes","Tunes","People","Yes","No","Yes","Yes","Yes","Supportive","No","Mac","Yes","Risk-friendly","No","Yes!","Yes","Space","Yes","In-person","No","Yes","Yes","Yes","Yay people!","No","No","Yes","No","No","No","No","No","No","No","Yes","Yes","Rent","Optimist","Mom","No","No","Yes","Yes","Check!","Yes","No","No","Yes","Yes","Yes","Yes","No","Yes","Yes",101,3,0.926605504587156
4503,1994,"Male","$50,000 - $74,999","Single (no kids)","High School Diploma","Democrat",0,"No","No","No","No","No","No","Public","No","Yes","No","No","No","Yes","Yes","Science","Try first","No","No","No","Yes","Giving","Yes","Yes","Pragmatist","No","Yes","Cool headed","Standard hours","No","Right","Yes","No","No","Yes","P.M.","Yes","Start","Yes","No","Me","Yes","No","No","Yes","No","TMI","No","No","Tunes","Technology","No","Yes","Yes","No","No","Supportive","No","PC","No","Cautious","Yes","Yes!","Yes","Space","No","Online","Yes","No","No","Yes","Yay people!","No","No","No","No","No","Yes","Yes","No","No","No","No","No","Rent","Pessimist","Dad","No","Yes","Yes","Yes","Nope","Yes","No","No","No","Yes","No","Yes","No","No","No",85,16,0.779816513761468
4504,1977,"Male","$75,000 - $100,000","Married (w/kids)","High School Diploma","Republican",0,"No","No","No","Yes","No","No","Public","Yes","Yes","No","No","Yes","No","Yes","Art","Try first","No","No","No","No","Giving","Yes","Yes","Pragmatist","No","No","Hot headed","Standard hours","Yes","Right","No","Yes","Yes","Yes","P.M.","Yes","Start","No","Yes","Me","Yes","No","Yes","No","No","TMI","Yes","No","Tunes","Technology","No","Yes","Yes","No","No","Supportive","No","PC","No","Cautious","No","Umm...","No","Space","No","In-person","No","Yes","No","Yes","Grrr people","Yes","No","No","Yes","No","No","Yes","Yes","No","No","No","No","Own","Pessimist","Dad","No","No","No","No","Nope","Yes","No","No","Yes","Yes","No","Yes","No","Yes","No",25,76,0.229357798165138
4505,1976,"Male","under $25,000","Single (no kids)","Current Undergraduate","Democrat",1,"No","No","No","Yes","Yes","No","Public","Yes","Yes","No","Yes","Yes","No","Yes","Science","Study first","No","Yes","No","No","Giving","No","No","Idealist","Yes","No","Hot headed","Standard hours","No","Happy","No","Yes","Yes","No","P.M.","Yes","End","Yes","No","Circumstances","Yes","No","No","Yes","No","Mysterious","No","No","Tunes","Technology","Yes","Yes","Yes","No","Yes","Demanding","No","PC","Yes","Cautious","No","Yes!","No","Socialize","No","Online","No","No","Yes","Yes","Yay people!","No","No","Yes","Yes","Yes","Yes","Yes","Yes","No","No","Yes","No","Rent","Optimist","Dad","Yes","Yes","Yes","Yes","Check!","Yes","Yes","Yes","Yes","Yes","No","Yes","No","Yes","Yes",92,13,0.844036697247706
4506,1959,"Female","$50,000 - $74,999","Married (w/kids)","Associate's Degree","Republican",1,"Yes","No","No","Yes","Yes","Yes","Public","Yes","No","No","Yes","Yes","No","Yes","Art","Study first","Yes","No","No","No","Giving","Yes","No","Idealist","Yes","No","Cool headed","Standard hours","No","Happy","Yes","No","Yes","Yes","P.M.","Yes","End","Yes","No","Me","No","No","No","Yes","No","Mysterious","No","Yes","Talk","Technology","No","Yes","Yes","No","Yes","Supportive","No","Mac","Yes","Cautious","No","Umm...","No","Space","No","In-person","Yes","Yes","Yes","Yes","Yay people!","Yes","No","No","Yes","Yes","Yes","No","Yes","No","Yes","Yes","No","Own","Optimist","Mom","No","Yes","No","Yes","Check!","Yes","No","No","Yes","Yes","No","Yes","No","No","Yes",47,55,0.431192660550459
4509,1993,"Female","under $25,000","Single (no kids)","Current Undergraduate","Democrat",0,"Yes","Yes","No","Yes","Yes","Yes","Private","Yes","Yes","No","No","Yes","Yes","Yes","Science","Try first","No","Yes","Yes","Yes","Giving","Yes","Yes","Idealist","No","Yes","Cool headed","Standard hours","No","Happy","Yes","No","No","Yes","P.M.","Yes","End","No","No","Circumstances","Yes","No","Yes","Yes","No","Mysterious","No","Yes","Tunes","People","No","No","Yes","No","Yes","Demanding","Yes","Mac","Yes","Cautious","Yes","Umm...","No","Space","No","In-person","No","No","Yes","No","Grrr people","Yes","No","No","Yes","No","Yes","No","No","No","No","No","No","Rent","Pessimist","Mom","No","No","Yes","Yes","Check!","Yes","Yes","No","Yes","Yes","No","Yes","No","No","No",74,27,0.678899082568807
4511,1990,"Male","under $25,000","Single (no kids)","Doctoral Degree","Independent",0,"Yes","No","No","No","No","No","Private","Yes","No","No","Yes","Yes","Yes","Yes","Science","Study first","No","No","Yes","No","Giving","No","No","Idealist","No","No","Cool headed","Odd hours","No","Happy","Yes","Yes","No","No","P.M.","Yes","Start","Yes","No","Me","Yes","Yes","No","Yes","Yes","Mysterious","No","No","Talk","Technology","Yes","No","Yes","Yes","Yes","Demanding","No","Mac","Yes","Cautious","No","Yes!","No","Socialize","Yes","In-person","Yes","No","Yes","Yes","Grrr people","No","No","Yes","No","No","No","No","No","No","No","No","No","Rent","Optimist","Dad","Yes","No","Yes","Yes","Nope","Yes","No","No","No","Yes","Yes","Yes","No","Yes","Yes",64,39,0.587155963302752
4512,1990,"Male","$25,001 - $50,000","Single (no kids)","Associate's Degree","Independent",1,"No","No","No","Yes","Yes","No","Public","No","Yes","Yes","No","No","No","Yes","Art","Try first","No","Yes","Yes","Yes","Giving","No","Yes","Pragmatist","No","No","Cool headed","Odd hours","No","Happy","Yes","Yes","No","Yes","P.M.","Yes","End","Yes","Yes","Me","No","Yes","No","Yes","No","Mysterious","No","No","Tunes","People","No","Yes","Yes","No","No","Supportive","No","Mac","Yes","Risk-friendly","No","Yes!","No","Socialize","Yes","In-person","No","No","Yes","Yes","Yay people!","Yes","No","Yes","No","No","Yes","No","Yes","No","No","No","Yes","Own","Optimist","Mom","No","No","No","Yes","Nope","Yes","No","No","No","Yes","Yes","Yes","No","No","No",60,41,0.55045871559633
4514,1993,"Female","$100,001 - $150,000","Single (no kids)","Current Undergraduate","Republican",0,"No","Yes","No","No","No","No","Public","Yes","Yes","Yes","No","Yes","Yes","No","Art","Try first","No","Yes","No","No","Giving","No","No","Idealist","No","Yes","Cool headed","Odd hours","No","Happy","Yes","No","No","No","P.M.","Yes","End","Yes","No","Circumstances","Yes","Yes","No","No","No","Mysterious","No","No","Tunes","People","No","No","Yes","Yes","Yes","Demanding","No","Mac","Yes","Cautious","No","Umm...","Yes","Space","No","In-person","Yes","No","Yes","Yes","Grrr people","No","Yes","No","No","No","Yes","Yes","No","No","Yes","No","No","Rent","Pessimist","Dad","No","No","Yes","Yes","Check!","No","Yes","Yes","No","Yes","No","Only-child","No","No","No",30,71,0.275229357798165
4515,1979,"Male","$100,001 - $150,000","Married (w/kids)","Doctoral Degree","Libertarian",1,"No","No","No","Yes","Yes","No","Private","No","Yes","No","Yes","No","Yes","Yes","Art","Study first","No","Yes","Yes","Yes","Giving","Yes","Yes","Pragmatist","No","Yes","Hot headed","Standard hours","No","Happy","Yes","Yes","Yes","Yes","P.M.","No","End","Yes","Yes","Me","No","No","Yes","No","No","TMI","No","No","Tunes","People","Yes","Yes","Yes","Yes","No","Demanding","No","Mac","Yes","Cautious","No","Yes!","No","Space","Yes","In-person","Yes","Yes","Yes","Yes","Grrr people","Yes","No","No","Yes","No","No","No","No","No","Yes","No","No","Own","Optimist","Dad","No","Yes","No","Yes","Nope","Yes","No","No","Yes","Yes","No","Yes","Yes","Yes","No",101,0,0.926605504587156
4516,1955,"Female","over $150,000","Married (w/kids)","Bachelor's Degree","Democrat",1,"No","No","No","Yes","Yes","Yes","Public","No","Yes","No","Yes","No","No","Yes","Art","Try first","Yes","Yes","Yes","No","Giving","No","Yes","Idealist","No","No","Hot headed","Standard hours","No","Happy","No","Yes","No","No","P.M.","Yes","End","Yes","No","Circumstances","No","Yes","Yes","Yes","No","TMI","Yes","No","Talk","People","No","No","No","Yes","Yes","Supportive","Yes","Mac","Yes","Cautious","Yes","Yes!","No","Socialize","No","In-person","No","Yes","Yes","Yes","Yay people!","Yes","Yes","No","Yes","Yes","No","Yes","No","No","No","No","Yes","Own","Optimist","Dad","No","Yes","Yes","No","Nope","Yes","No","No","No","Yes","No","Yes","Yes","No","No",21,80,0.192660550458716
4517,1999,"Male","under $25,000","Single (no kids)","Current K-12","Libertarian",0,"Yes","Yes","No","No","Yes","Yes","Public","No","Yes","No","Yes","Yes","Yes","Yes","Science","Study first","Yes","Yes","No","No","Receiving","Yes","Yes","Pragmatist","Yes","No","Hot headed","Standard hours","No","Right","No","No","No","Yes","P.M.","No","Start","No","No","Circumstances","Yes","Yes","Yes","Yes","No","Mysterious","No","No","Tunes","Technology","No","No","Yes","No","Yes","Demanding","No","PC","Yes","Cautious","No","Umm...","Yes","Space","No","In-person","No","No","Yes","No","Grrr people","No","No","Yes","No","No","Yes","Yes","No","Yes","No","Yes","No","Own","Pessimist","Mom","No","No","No","Yes","Nope","No","No","Yes","Yes","No","No","Yes","Yes","No","Yes",101,0,0.926605504587156
4518,1985,"Male","$25,001 - $50,000","Married (w/kids)","Current Undergraduate","Libertarian",1,"No","No","No","Yes","Yes","No","Public","No","Yes","No","Yes","Yes","No","Yes","Science","Study first","No","Yes","No","Yes","Giving","No","No","Pragmatist","No","No","Hot headed","Standard hours","No","Happy","No","Yes","Yes","Yes","P.M.","No","Start","No","No","Me","Yes","No","No","Yes","No","TMI","Yes","No","Tunes","Technology","No","Yes","Yes","No","Yes","Supportive","No","PC","Yes","Risk-friendly","Yes","Yes!","No","Space","No","Online","No","No","Yes","Yes","Grrr people","Yes","No","Yes","No","Yes","Yes","No","Yes","Yes","No","Yes","Yes","Own","Pessimist","Mom","No","Yes","No","Yes","Check!","Yes","No","No","Yes","Yes","No","Yes","Yes","Yes","Yes",23,78,0.211009174311927
4524,1984,"Male","$50,000 - $74,999","Married (w/kids)","Associate's Degree","Other",0,"No","Yes","No","No","Yes","Yes","Public","No","Yes","No","Yes","No","No","Yes","Art","Try first","Yes","No","Yes","No","Giving","No","No","Idealist","Yes","Yes","Cool headed","Standard hours","Yes","Happy","No","Yes","No","Yes","P.M.","Yes","Start","Yes","Yes","Circumstances","Yes","No","No","No","No","TMI","Yes","Yes","Tunes","People","No","Yes","Yes","No","Yes","Supportive","No","Mac","Yes","Cautious","Yes","Yes!","No","Socialize","Yes","Online","Yes","No","Yes","Yes","Yay people!","Yes","No","No","No","No","Yes","Yes","No","Yes","No","No","No","Own","Pessimist","Mom","Yes","No","Yes","Yes","Nope","No","No","No","Yes","Yes","No","Only-child","Yes","No","Yes",47,54,0.431192660550459
4526,1960,"Female","$25,001 - $50,000","Married (w/kids)","High School Diploma","Republican",1,"No","No","No","Yes","No","No","Public","No","No","No","No","No","No","Yes","Art","Study first","Yes","No","No","No","Giving","No","Yes","Pragmatist","No","No","Cool headed","Standard hours","Yes","Happy","Yes","Yes","Yes","No","A.M.","Yes","End","Yes","Yes","Circumstances","No","No","No","No","Yes","Mysterious","No","Yes","Talk","Technology","Yes","Yes","Yes","No","Yes","Demanding","No","PC","Yes","Cautious","No","Umm...","No","Space","No","In-person","Yes","Yes","Yes","Yes","Yay people!","Yes","No","No","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Own","Optimist","Mom","No","Yes","Yes","No","Check!","Yes","No","No","Yes","Yes","No","Yes","No","Yes","No",52,50,0.477064220183486
4528,1977,"Male","$75,000 - $100,000","Married (no kids)","Master's Degree","Libertarian",0,"Yes","Yes","No","Yes","No","No","Private","No","Yes","No","Yes","No","Yes","Yes","Science","Try first","No","Yes","No","Yes","Giving","No","No","Pragmatist","Yes","No","Cool headed","Odd hours","No","Happy","No","Yes","Yes","No","A.M.","Yes","End","Yes","No","Me","Yes","No","No","No","No","Mysterious","Yes","Yes","Talk","Technology","No","Yes","Yes","Yes","Yes","Supportive","No","PC","Yes","Cautious","No","Yes!","No","Space","No","In-person","Yes","No","Yes","Yes","Grrr people","Yes","Yes","No","No","No","Yes","No","No","No","No","Yes","No","Rent","Optimist","Dad","No","No","No","Yes","Nope","Yes","No","No","Yes","No","Yes","Yes","No","No","Yes",101,0,0.926605504587156
4529,1958,"Male","under $25,000","Single (no kids)","High School Diploma","Libertarian",0,"Yes","No","No","No","No","No","Public","No","Yes","No","No","Yes","No","Yes","Science","Study first","Yes","No","Yes","No","Giving","Yes","Yes","Pragmatist","Yes","Yes","Cool headed","Odd hours","Yes","Happy","Yes","Yes","No","No","A.M.","Yes","End","Yes","Yes","Circumstances","Yes","No","No","No","No","Mysterious","Yes","Yes","Tunes","Technology","Yes","Yes","No","No","No","Demanding","No","PC","Yes","Cautious","No","Yes!","No","Socialize","No","In-person","Yes","Yes","Yes","Yes","Yay people!","Yes","No","No","Yes","No","Yes","Yes","Yes","No","Yes","No","No","Own","Pessimist","Mom","No","Yes","Yes","Yes","Nope","Yes","Yes","No","Yes","Yes","No","Yes","No","Yes","No",101,0,0.926605504587156
4531,1985,"Male","under $25,000","Single (no kids)","Bachelor's Degree","Democrat",0,"No","No","No","No","No","No","Public","No","Yes","Yes","No","No","No","Yes","Science","Study first","Yes","No","No","No","Giving","Yes","No","Idealist","Yes","No","Cool headed","Odd hours","Yes","Happy","No","Yes","Yes","Yes","A.M.","Yes","Start","Yes","No","Me","Yes","No","Yes","Yes","No","Mysterious","No","No","Tunes","Technology","Yes","Yes","Yes","Yes","No","Supportive","No","PC","Yes","Cautious","No","Yes!","No","Space","Yes","Online","Yes","No","Yes","Yes","Yay people!","No","No","Yes","No","Yes","Yes","Yes","No","No","Yes","Yes","No","Rent","Optimist","Dad","No","No","No","Yes","Check!","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","No",101,0,0.926605504587156
4532,1993,"Male","under $25,000","Single (no kids)","Current Undergraduate","Libertarian",0,"No","Yes","No","No","Yes","Yes","Public","No","No","Yes","Yes","Yes","No","Yes","Science","Study first","No","No","No","Yes","Giving","Yes","Yes","Pragmatist","Yes","Yes","Cool headed","Standard hours","No","Right","No","Yes","No","No","P.M.","Yes","Start","Yes","No","Circumstances","Yes","Yes","Yes","Yes","Yes","Mysterious","No","No","Tunes","Technology","No","Yes","Yes","No","No","Demanding","No","PC","No","Cautious","No","Yes!","No","Space","No","Online","No","No","Yes","Yes","Grrr people","No","No","Yes","Yes","No","Yes","No","No","Yes","No","Yes","Yes","Own","Pessimist","Mom","No","Yes","Yes","Yes","Nope","No","No","No","No","Yes","No","Only-child","Yes","No","No",92,10,0.844036697247706
4533,1986,"Male","under $25,000","Single (no kids)","Current Undergraduate","Independent",0,"Yes","Yes","Yes","No","No","No","Public","No","Yes","No","Yes","No","No","Yes","Art","Try first","Yes","No","No","No","Giving","Yes","No","Idealist","No","Yes","Cool headed","Standard hours","No","Happy","No","Yes","No","Yes","A.M.","Yes","End","Yes","No","Circumstances","Yes","Yes","Yes","No","No","Mysterious","No","Yes","Tunes","Technology","No","Yes","No","Yes","Yes","Supportive","No","Mac","Yes","Cautious","No","Umm...","Yes","Space","Yes","In-person","No","No","Yes","Yes","Yay people!","Yes","No","Yes","Yes","Yes","No","No","No","No","No","No","No","Rent","Optimist","Mom","Yes","Yes","Yes","Yes","Nope","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","No","Yes",88,13,0.807339449541284
4534,1995,"Male","$75,000 - $100,000","Single (no kids)","Current Undergraduate","Independent",0,"No","Yes","No","No","No","No","Public","No","Yes","Yes","No","No","Yes","No","Art","Try first","Yes","Yes","Yes","No","Giving","No","Yes","Idealist","No","No","Cool headed","Odd hours","Yes","Happy","No","Yes","No","Yes","P.M.","Yes","Start","No","No","Me","No","No","Yes","Yes","No","TMI","No","No","Tunes","People","No","Yes","Yes","No","Yes","Supportive","No","Mac","Yes","Risk-friendly","No","Umm...","No","Space","No","In-person","No","No","Yes","Yes","Grrr people","No","No","No","No","Yes","Yes","No","No","No","No","No","Yes","Rent","Optimist","Mom","Yes","No","Yes","Yes","Check!","No","No","No","Yes","Yes","No","Yes","No","No","Yes",43,58,0.394495412844037
