"UserID","YOB","Gender","Income","HouseholdStatus","EducationLevel","Party","Q124742","Q124122","Q123464","Q123621","Q122769","Q122770","Q122771","Q122120","Q121699","Q121700","Q120978","Q121011","Q120379","Q120650","Q120472","Q120194","Q120012","Q120014","Q119334","Q119851","Q119650","Q118892","Q118117","Q118232","Q118233","Q118237","Q117186","Q117193","Q116797","Q116881","Q116953","Q116601","Q116441","Q116448","Q116197","Q115602","Q115777","Q115610","Q115611","Q115899","Q115390","Q114961","Q114748","Q115195","Q114517","Q114386","Q113992","Q114152","Q113583","Q113584","Q113181","Q112478","Q112512","Q112270","Q111848","Q111580","Q111220","Q110740","Q109367","Q108950","Q109244","Q108855","Q108617","Q108856","Q108754","Q108342","Q108343","Q107869","Q107491","Q106993","Q106997","Q106272","Q106388","Q106389","Q106042","Q105840","Q105655","Q104996","Q103293","Q102906","Q102674","Q102687","Q102289","Q102089","Q101162","Q101163","Q101596","Q100689","Q100680","Q100562","Q99982","Q100010","Q99716","Q99581","Q99480","Q98869","Q98578","Q98059","Q98078","Q98197","Q96024","votes","sumNA","VQ_ratio"
3225,1967,"Male","over $150,000","Single (no kids)","Current Undergraduate","Libertarian","No","No","Yes","No","No","Yes","Public","No","No","Yes","No","No","No","Yes","Science","Study first","No","Yes","Yes","Yes","Receiving","Yes","No","Pragmatist","Yes","Yes","Hot headed","Odd hours","Yes","Happy","No","No","No","Yes","P.M.","Yes","End","No","No","Circumstances","No","Yes","Yes","Yes","No","TMI","No","Yes","Talk","Technology","Yes","Yes","No","Yes","Yes","Demanding","No","Mac","No","Risk-friendly","Yes","Yes!","Yes","Space","No","Online","Yes","Yes","No","Yes","Yay people!","Yes","No","No","Yes","Yes","Yes","No","No","No","No","No","No","Own","Optimist","Mom","Yes","No","Yes","No","Check!","No","No","Yes","No","No","Yes","Only-child","Yes","Yes","Yes",27,75,0.247706422018349
3227,1993,"Male","under $25,000","Single (no kids)","Current Undergraduate","Libertarian","No","No","Yes","No","No","Yes","Public","No","Yes","No","No","Yes","Yes","Yes","Art","Try first","No","Yes","No","No","Giving","No","Yes","Pragmatist","No","No","Cool headed","Standard hours","No","Happy","No","Yes","No","No","P.M.","No","Start","Yes","No","Me","No","No","Yes","Yes","No","Mysterious","No","No","Tunes","People","No","No","Yes","No","No","Demanding","Yes","PC","No","Cautious","No","Yes!","No","Socialize","Yes","In-person","No","Yes","Yes","Yes","Grrr people","No","No","Yes","No","No","Yes","No","No","No","No","No","No","Own","Pessimist","Mom","Yes","No","No","Yes","Nope","No","Yes","No","Yes","No","Yes","Yes","Yes","No","Yes",101,0,0.926605504587156
3232,1995,"Male","under $25,000","Single (no kids)","Current Undergraduate","Democrat","Yes","Yes","No","Yes","Yes","No","Public","No","Yes","No","Yes","Yes","Yes","Yes","Science","Study first","Yes","No","No","No","Giving","No","No","Idealist","No","No","Cool headed","Standard hours","No","Right","Yes","Yes","Yes","Yes","A.M.","No","End","Yes","No","Me","Yes","No","Yes","No","No","TMI","No","No","Tunes","Technology","No","Yes","Yes","Yes","No","Supportive","Yes","PC","Yes","Risk-friendly","No","Yes!","No","Space","No","In-person","No","Yes","No","Yes","Grrr people","No","No","Yes","Yes","Yes","Yes","No","Yes","Yes","No","Yes","No","Own","Optimist","Dad","No","Yes","Yes","Yes","Nope","Yes","No","No","Yes","Yes","Yes","Yes","Yes","No","No",37,64,0.339449541284404
3244,1958,"Male","over $150,000","Married (w/kids)","Master's Degree","Republican","No","Yes","No","Yes","Yes","Yes","Private","No","Yes","No","No","No","Yes","Yes","Science","Study first","No","Yes","Yes","Yes","Giving","No","Yes","Pragmatist","No","No","Cool headed","Odd hours","Yes","Happy","Yes","Yes","Yes","No","A.M.","Yes","End","Yes","Yes","Circumstances","Yes","Yes","Yes","Yes","No","Mysterious","Yes","Yes","Talk","People","Yes","No","Yes","No","No","Supportive","No","PC","Yes","Risk-friendly","No","Yes!","No","Socialize","No","In-person","No","Yes","No","Yes","Yay people!","Yes","Yes","No","Yes","Yes","No","Yes","No","No","No","Yes","Yes","Own","Optimist","Mom","Yes","No","No","Yes","Check!","Yes","No","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes",98,4,0.899082568807339
3246,1950,"Female","over $150,000","Married (w/kids)","Master's Degree","Independent","No","No","No","No","No","Yes","Private","No","No","No","Yes","Yes","Yes","Yes","Art","Try first","Yes","No","No","Yes","Giving","Yes","Yes","Pragmatist","No","No","Cool headed","Odd hours","No","Happy","No","Yes","Yes","No","A.M.","Yes","Start","No","No","Circumstances","Yes","No","Yes","Yes","Yes","TMI","No","No","Tunes","People","No","Yes","Yes","Yes","No","Demanding","No","PC","Yes","Cautious","No","Umm...","No","Space","Yes","In-person","Yes","Yes","No","No","Grrr people","No","No","No","Yes","Yes","No","Yes","No","Yes","No","Yes","No","Own","Pessimist","Mom","No","Yes","No","Yes","Check!","Yes","No","No","Yes","No","Yes","Yes","No","No","No",87,15,0.798165137614679
3248,1987,"Female","under $25,000","Married (w/kids)","High School Diploma","Republican","No","Yes","No","No","No","No","Public","Yes","No","No","Yes","Yes","Yes","No","Art","Try first","Yes","No","No","Yes","Giving","Yes","Yes","Idealist","Yes","Yes","Hot headed","Odd hours","No","Right","No","No","No","No","P.M.","Yes","End","Yes","Yes","Me","Yes","No","No","No","Yes","Mysterious","No","No","Tunes","People","Yes","Yes","Yes","No","No","Demanding","Yes","PC","Yes","Cautious","No","Umm...","No","Space","No","Online","No","No","Yes","Yes","Grrr people","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","No","No","No","No","Own","Pessimist","Dad","No","Yes","Yes","Yes","Check!","Yes","No","No","Yes","Yes","No","Yes","Yes","Yes","No",88,13,0.807339449541284
3252,1977,"Female","$75,000 - $100,000","Married (w/kids)","Bachelor's Degree","Republican","Yes","Yes","Yes","No","Yes","Yes","Public","Yes","Yes","Yes","No","Yes","No","Yes","Science","Study first","Yes","No","No","No","Giving","No","No","Pragmatist","No","No","Hot headed","Standard hours","No","Happy","Yes","No","Yes","No","P.M.","No","Start","Yes","No","Circumstances","No","Yes","Yes","Yes","No","TMI","Yes","No","Tunes","People","Yes","No","Yes","Yes","No","Demanding","No","Mac","Yes","Cautious","Yes","Umm...","No","Socialize","No","In-person","No","No","Yes","No","Grrr people","Yes","No","Yes","Yes","Yes","No","Yes","Yes","Yes","No","No","No","Own","Pessimist","Mom","Yes","Yes","Yes","Yes","Nope","Yes","Yes","No","Yes","Yes","No","Only-child","No","Yes","No",33,70,0.302752293577982
3255,1988,"Female","$100,001 - $150,000","Married (w/kids)","Bachelor's Degree","Independent","No","No","No","No","No","Yes","Public","Yes","Yes","No","Yes","Yes","Yes","Yes","Science","Study first","No","Yes","No","No","Receiving","No","Yes","Idealist","No","Yes","Hot headed","Odd hours","Yes","Happy","Yes","Yes","No","No","A.M.","Yes","Start","Yes","No","Me","No","No","Yes","Yes","No","Mysterious","No","No","Talk","People","Yes","No","Yes","Yes","Yes","Supportive","Yes","Mac","Yes","Cautious","Yes","Umm...","No","Space","No","In-person","No","No","Yes","Yes","Grrr people","Yes","Yes","No","No","Yes","No","Yes","No","Yes","Yes","Yes","No","Rent","Pessimist","Dad","No","No","Yes","Yes","Check!","Yes","No","No","Yes","No","No","Yes","No","No","Yes",101,0,0.926605504587156
3263,1995,"Female","$25,001 - $50,000","Single (no kids)","High School Diploma","Democrat","No","Yes","Yes","No","Yes","No","Public","Yes","Yes","Yes","Yes","Yes","No","Yes","Art","Try first","Yes","No","Yes","Yes","Giving","Yes","Yes","Idealist","No","Yes","Hot headed","Standard hours","No","Happy","Yes","Yes","Yes","Yes","P.M.","No","Start","Yes","No","Circumstances","No","No","No","Yes","No","TMI","Yes","No","Tunes","Technology","No","Yes","Yes","No","No","Supportive","No","Mac","Yes","Cautious","No","Yes!","No","Socialize","Yes","In-person","Yes","No","Yes","No","Grrr people","No","No","No","Yes","Yes","Yes","Yes","Yes","No","No","No","No","Rent","Pessimist","Dad","No","No","Yes","Yes","Check!","Yes","No","No","Yes","Yes","No","Yes","No","No","No",26,76,0.238532110091743
3265,1994,"Female","$25,001 - $50,000","Single (no kids)","Current Undergraduate","Democrat","No","Yes","No","No","No","Yes","Public","No","No","No","No","Yes","Yes","Yes","Science","Try first","No","No","No","Yes","Receiving","Yes","Yes","Idealist","No","No","Hot headed","Odd hours","Yes","Happy","Yes","Yes","No","No","P.M.","Yes","Start","Yes","No","Me","Yes","Yes","No","No","No","TMI","Yes","No","Tunes","People","No","No","Yes","Yes","Yes","Supportive","No","PC","No","Cautious","Yes","Umm...","No","Socialize","No","In-person","No","Yes","Yes","Yes","Grrr people","No","No","Yes","Yes","Yes","Yes","Yes","No","No","Yes","No","No","Own","Optimist","Mom","No","Yes","Yes","Yes","Check!","Yes","No","No","No","No","No","Yes","No","No","No",101,0,0.926605504587156
3274,1995,"Female","$75,000 - $100,000","Single (no kids)","Current K-12","Independent","Yes","Yes","No","No","Yes","Yes","Public","No","No","No","Yes","No","Yes","Yes","Science","Study first","Yes","Yes","Yes","Yes","Giving","No","No","Pragmatist","No","No","Cool headed","Standard hours","No","Happy","Yes","No","No","No","A.M.","Yes","End","Yes","No","Circumstances","No","No","No","Yes","No","Mysterious","No","No","Tunes","People","Yes","Yes","Yes","No","Yes","Supportive","Yes","Mac","Yes","Cautious","No","Umm...","No","Space","Yes","In-person","No","No","Yes","Yes","Yay people!","No","No","No","No","No","Yes","Yes","Yes","No","No","Yes","Yes","Own","Optimist","Dad","No","No","Yes","Yes","Nope","No","No","No","Yes","Yes","No","Yes","No","Yes","No",101,0,0.926605504587156
3287,1984,"Male","$50,000 - $74,999","Single (no kids)","Bachelor's Degree","Democrat","No","Yes","No","Yes","Yes","Yes","Public","No","No","No","Yes","No","No","Yes","Science","Try first","No","Yes","Yes","No","Giving","No","No","Pragmatist","No","No","Cool headed","Standard hours","No","Right","Yes","Yes","No","No","P.M.","Yes","End","Yes","No","Circumstances","Yes","Yes","Yes","Yes","No","Mysterious","Yes","No","Talk","Technology","No","Yes","Yes","No","Yes","Supportive","Yes","PC","No","Risk-friendly","No","Yes!","No","Socialize","No","In-person","No","Yes","Yes","Yes","Yay people!","No","No","No","Yes","Yes","Yes","No","No","No","No","Yes","No","Rent","Optimist","Mom","No","Yes","No","No","Nope","No","Yes","No","Yes","Yes","No","Yes","No","No","Yes",100,2,0.917431192660551
3296,1976,"Female","over $150,000","Domestic Partners (no kids)","Doctoral Degree","Democrat","No","Yes","No","No","No","Yes","Private","No","Yes","No","Yes","Yes","Yes","Yes","Science","Study first","No","No","Yes","Yes","Receiving","Yes","No","Pragmatist","Yes","Yes","Cool headed","Odd hours","No","Right","Yes","Yes","Yes","Yes","A.M.","Yes","Start","Yes","No","Circumstances","No","Yes","Yes","No","No","Mysterious","No","Yes","Talk","Technology","No","Yes","Yes","No","Yes","Supportive","No","Mac","Yes","Cautious","Yes","Yes!","No","Space","Yes","In-person","No","Yes","Yes","No","Yay people!","Yes","No","Yes","Yes","Yes","Yes","Yes","No","No","No","Yes","No","Own","Optimist","Dad","Yes","No","Yes","Yes","Check!","Yes","No","No","Yes","No","Yes","Yes","Yes","Yes","Yes",90,11,0.825688073394495
3299,1949,"Male","$75,000 - $100,000","Married (w/kids)","Master's Degree","Democrat","No","Yes","Yes","Yes","Yes","Yes","Public","No","Yes","No","Yes","No","Yes","Yes","Science","Try first","No","Yes","Yes","No","Giving","Yes","No","Pragmatist","No","No","Hot headed","Standard hours","No","Happy","Yes","Yes","No","Yes","A.M.","No","Start","Yes","No","Circumstances","No","Yes","Yes","Yes","Yes","Mysterious","Yes","No","Tunes","Technology","No","Yes","Yes","Yes","No","Demanding","No","PC","Yes","Risk-friendly","No","Yes!","No","Socialize","No","Online","No","Yes","No","Yes","Yay people!","Yes","No","No","Yes","Yes","No","Yes","Yes","No","No","Yes","No","Own","Optimist","Mom","Yes","Yes","Yes","Yes","Check!","Yes","No","No","Yes","Yes","Yes","Yes","Yes","No","Yes",30,73,0.275229357798165
3301,1990,"Male","$25,001 - $50,000","Married (no kids)","Bachelor's Degree","Libertarian","No","No","No","Yes","No","No","Public","No","Yes","No","Yes","Yes","No","Yes","Science","Study first","No","Yes","Yes","No","Giving","No","No","Idealist","No","No","Cool headed","Standard hours","No","Right","No","Yes","Yes","No","P.M.","No","End","Yes","No","Me","Yes","Yes","Yes","No","No","TMI","Yes","No","Tunes","People","No","No","Yes","No","No","Supportive","No","Mac","Yes","Risk-friendly","No","Yes!","No","Socialize","Yes","In-person","Yes","Yes","Yes","Yes","Yay people!","No","Yes","No","No","No","Yes","Yes","No","No","Yes","No","No","Rent","Optimist","Mom","No","No","No","Yes","Check!","Yes","Yes","No","Yes","Yes","No","Yes","No","No","No",49,53,0.44954128440367
3302,1970,"Male","$75,000 - $100,000","Domestic Partners (no kids)","Master's Degree","Libertarian","Yes","No","No","Yes","Yes","No","Public","Yes","No","No","No","Yes","Yes","Yes","Art","Study first","Yes","Yes","Yes","Yes","Receiving","Yes","No","Pragmatist","Yes","No","Cool headed","Odd hours","Yes","Right","Yes","Yes","No","No","P.M.","Yes","Start","No","Yes","Me","Yes","Yes","No","Yes","Yes","TMI","No","Yes","Talk","Technology","No","Yes","Yes","No","Yes","Supportive","No","PC","No","Cautious","No","Umm...","No","Space","No","Online","No","Yes","No","Yes","Grrr people","Yes","No","No","Yes","Yes","Yes","Yes","No","Yes","No","Yes","No","Own","Pessimist","Dad","Yes","Yes","No","Yes","Check!","Yes","No","No","Yes","No","Yes","Yes","Yes","No","Yes",35,66,0.321100917431193
3304,1985,"Female","$75,000 - $100,000","Single (no kids)","Current K-12","Republican","Yes","No","No","No","Yes","No","Public","Yes","No","No","Yes","No","Yes","Yes","Art","Try first","No","Yes","Yes","No","Receiving","No","No","Idealist","No","No","Hot headed","Standard hours","Yes","Happy","Yes","Yes","No","Yes","P.M.","No","Start","No","No","Circumstances","Yes","No","No","No","No","Mysterious","No","Yes","Tunes","People","No","Yes","Yes","Yes","No","Demanding","No","PC","No","Cautious","No","Umm...","No","Space","No","Online","No","No","No","Yes","Grrr people","Yes","No","No","Yes","No","Yes","Yes","Yes","No","No","Yes","No","Own","Pessimist","Mom","No","No","Yes","Yes","Check!","Yes","No","No","Yes","Yes","Yes","Yes","Yes","No","No",47,54,0.431192660550459
3306,1967,"Male","$25,001 - $50,000","Single (w/kids)","Bachelor's Degree","Republican","Yes","No","No","Yes","No","No","Public","No","No","No","Yes","Yes","No","Yes","Science","Study first","No","Yes","Yes","Yes","Giving","No","Yes","Idealist","No","Yes","Hot headed","Standard hours","Yes","Right","No","Yes","No","No","A.M.","Yes","Start","Yes","Yes","Me","Yes","Yes","Yes","Yes","No","Mysterious","No","No","Talk","Technology","Yes","Yes","Yes","Yes","No","Demanding","No","Mac","Yes","Cautious","No","Umm...","Yes","Space","No","Online","No","No","Yes","Yes","Grrr people","No","No","Yes","Yes","No","No","Yes","No","No","No","Yes","No","Own","Optimist","Dad","Yes","Yes","No","Yes","Check!","No","Yes","No","Yes","Yes","No","Yes","No","Yes","No",69,33,0.63302752293578
3308,1949,"Male","$75,000 - $100,000","Married (no kids)","Bachelor's Degree","Republican","Yes","No","Yes","No","Yes","Yes","Public","No","Yes","No","No","No","No","Yes","Science","Try first","Yes","No","No","Yes","Giving","No","No","Idealist","No","No","Cool headed","Odd hours","No","Right","Yes","Yes","No","No","P.M.","No","End","No","Yes","Circumstances","Yes","Yes","No","Yes","Yes","Mysterious","Yes","No","Talk","Technology","No","No","Yes","Yes","No","Supportive","No","PC","No","Cautious","No","Umm...","No","Socialize","No","Online","No","Yes","Yes","Yes","Grrr people","Yes","No","No","Yes","No","No","No","No","No","No","No","No","Own","Pessimist","Dad","Yes","Yes","No","No","Check!","Yes","No","No","No","Yes","No","Yes","Yes","No","No",25,77,0.229357798165138
3313,1996,"Male","$75,000 - $100,000","Single (no kids)","Current K-12","Republican","Yes","Yes","No","No","No","No","Public","Yes","Yes","No","No","No","Yes","Yes","Science","Study first","No","Yes","Yes","Yes","Giving","Yes","Yes","Idealist","No","No","Cool headed","Standard hours","No","Right","Yes","No","No","Yes","P.M.","Yes","Start","Yes","No","Circumstances","Yes","No","No","No","No","Mysterious","No","No","Tunes","People","Yes","No","Yes","Yes","Yes","Supportive","No","Mac","Yes","Cautious","No","Umm...","No","Space","No","In-person","No","Yes","Yes","Yes","Grrr people","Yes","No","Yes","No","No","Yes","Yes","Yes","Yes","No","Yes","No","Rent","Optimist","Mom","No","Yes","Yes","Yes","Nope","Yes","No","No","No","Yes","Yes","Yes","No","Yes","Yes",100,4,0.917431192660551
3321,1994,"Male","$100,001 - $150,000","Single (no kids)","Current Undergraduate","Republican","No","No","No","Yes","Yes","No","Public","Yes","Yes","No","No","No","No","Yes","Art","Study first","No","Yes","No","No","Receiving","No","Yes","Pragmatist","No","Yes","Hot headed","Standard hours","No","Happy","Yes","Yes","No","Yes","P.M.","Yes","Start","Yes","No","Circumstances","Yes","Yes","Yes","Yes","No","Mysterious","No","No","Talk","People","No","No","Yes","Yes","No","Supportive","No","PC","No","Cautious","No","Yes!","No","Space","No","In-person","No","No","Yes","Yes","Yay people!","No","No","No","No","No","Yes","No","Yes","Yes","No","No","Yes","Own","Optimist","Dad","Yes","No","Yes","No","Check!","No","No","No","Yes","Yes","Yes","Yes","Yes","No","Yes",77,24,0.706422018348624
3326,1973,"Female","$75,000 - $100,000","Married (w/kids)","Bachelor's Degree","Democrat","No","No","No","Yes","No","Yes","Private","No","Yes","No","Yes","Yes","No","Yes","Art","Study first","No","Yes","No","Yes","Receiving","Yes","No","Pragmatist","No","No","Hot headed","Standard hours","Yes","Right","Yes","Yes","Yes","Yes","A.M.","Yes","End","Yes","No","Circumstances","No","No","Yes","No","No","TMI","Yes","No","Tunes","Technology","No","No","Yes","Yes","No","Supportive","No","Mac","No","Cautious","Yes","Yes!","No","Space","Yes","Online","No","Yes","Yes","Yes","Yay people!","Yes","No","No","Yes","Yes","No","Yes","No","No","No","Yes","No","Own","Pessimist","Mom","No","Yes","No","No","Check!","Yes","No","No","No","Yes","No","Yes","No","No","No",62,39,0.568807339449541
3327,1977,"Male","$25,001 - $50,000","Single (no kids)","Current Undergraduate","Other","No","Yes","No","Yes","No","Yes","Public","No","Yes","Yes","Yes","Yes","Yes","No","Science","Try first","No","No","No","No","Giving","No","No","Pragmatist","No","No","Cool headed","Standard hours","No","Happy","Yes","Yes","Yes","No","A.M.","Yes","End","Yes","No","Me","No","No","No","Yes","No","Mysterious","Yes","Yes","Tunes","Technology","No","No","Yes","Yes","Yes","Supportive","No","Mac","Yes","Risk-friendly","No","Yes!","No","Space","No","In-person","Yes","No","Yes","Yes","Grrr people","Yes","No","No","Yes","Yes","Yes","No","No","No","No","No","Yes","Own","Optimist","Mom","No","Yes","Yes","Yes","Nope","Yes","No","No","Yes","Yes","No","Yes","Yes","No","Yes",101,0,0.926605504587156
3332,1989,"Male","$25,001 - $50,000","Single (no kids)","Master's Degree","Libertarian","Yes","Yes","Yes","Yes","Yes","Yes","Private","Yes","Yes","Yes","No","No","Yes","Yes","Science","Try first","Yes","No","Yes","Yes","Giving","Yes","No","Pragmatist","No","No","Hot headed","Standard hours","No","Happy","No","Yes","No","Yes","P.M.","No","Start","No","No","Circumstances","Yes","No","No","Yes","No","TMI","No","No","Tunes","Technology","No","Yes","Yes","No","Yes","Supportive","No","PC","Yes","Cautious","No","Yes!","Yes","Space","Yes","Online","Yes","No","Yes","Yes","Grrr people","Yes","No","No","No","Yes","No","Yes","No","Yes","No","No","No","Own","Pessimist","Dad","No","No","No","Yes","Check!","Yes","No","No","Yes","No","No","Yes","No","No","Yes",70,31,0.642201834862385
3334,1997,"Male","over $150,000","Single (no kids)","Current K-12","Libertarian","Yes","Yes","No","No","No","Yes","Public","No","Yes","No","No","No","Yes","Yes","Science","Try first","Yes","Yes","No","Yes","Receiving","Yes","No","Idealist","No","No","Cool headed","Standard hours","No","Right","No","Yes","No","Yes","P.M.","Yes","End","Yes","No","Me","Yes","Yes","No","Yes","No","Mysterious","No","No","Tunes","People","No","Yes","Yes","Yes","No","Supportive","No","Mac","No","Risk-friendly","No","Yes!","No","Space","No","In-person","No","No","Yes","Yes","Grrr people","Yes","Yes","Yes","No","No","No","No","Yes","No","No","Yes","No","Own","Optimist","Dad","No","No","No","No","Check!","No","No","No","Yes","No","No","Yes","Yes","No","Yes",100,4,0.917431192660551
3336,1987,"Female","under $25,000","Single (no kids)","Bachelor's Degree","Independent","Yes","No","No","Yes","No","No","Public","No","Yes","No","No","No","No","Yes","Science","Study first","No","No","No","Yes","Giving","Yes","Yes","Idealist","No","Yes","Hot headed","Odd hours","No","Happy","Yes","Yes","No","Yes","P.M.","Yes","Start","Yes","No","Me","No","No","Yes","No","No","Mysterious","No","No","Tunes","People","No","Yes","Yes","No","Yes","Supportive","No","Mac","No","Cautious","Yes","Yes!","No","Space","No","Online","No","No","Yes","No","Grrr people","Yes","No","No","No","No","Yes","Yes","Yes","No","No","No","No","Rent","Pessimist","Dad","No","Yes","Yes","Yes","Nope","Yes","Yes","No","No","No","No","Yes","No","No","No",55,46,0.504587155963303
3346,1998,"Male","under $25,000","Single (no kids)","Current K-12","Democrat","No","Yes","No","No","No","No","Public","No","No","No","No","No","Yes","Yes","Science","Study first","No","Yes","No","Yes","Giving","No","Yes","Pragmatist","No","No","Cool headed","Standard hours","Yes","Happy","No","Yes","No","Yes","P.M.","Yes","Start","No","No","Circumstances","Yes","No","No","Yes","Yes","Mysterious","No","No","Tunes","People","No","No","Yes","No","Yes","Supportive","No","PC","No","Cautious","Yes","Yes!","No","Socialize","Yes","In-person","No","No","Yes","Yes","Grrr people","No","No","Yes","Yes","No","Yes","No","No","No","No","No","No","Own","Pessimist","Mom","No","No","Yes","Yes","Nope","Yes","No","No","No","Yes","No","Yes","Yes","No","No",85,16,0.779816513761468
3347,1988,"Male","$50,000 - $74,999","Single (no kids)","Bachelor's Degree","Republican","No","No","No","Yes","Yes","Yes","Public","Yes","Yes","No","Yes","Yes","No","Yes","Science","Study first","Yes","No","Yes","Yes","Giving","No","No","Idealist","No","No","Cool headed","Odd hours","No","Happy","No","Yes","No","No","P.M.","Yes","Start","Yes","No","Circumstances","No","No","No","Yes","No","Mysterious","Yes","No","Tunes","Technology","Yes","No","Yes","No","No","Supportive","No","Mac","No","Cautious","No","Yes!","No","Space","No","In-person","No","No","Yes","Yes","Grrr people","Yes","No","No","No","No","No","Yes","Yes","No","No","No","No","Own","Optimist","Dad","No","Yes","No","No","Nope","Yes","No","No","Yes","Yes","No","Yes","Yes","Yes","No",101,0,0.926605504587156
3348,1993,"Male","$25,001 - $50,000","Single (no kids)","Current Undergraduate","Democrat","No","Yes","Yes","No","Yes","Yes","Private","No","Yes","No","No","No","No","No","Science","Try first","Yes","No","Yes","No","Giving","Yes","Yes","Pragmatist","Yes","Yes","Cool headed","Odd hours","No","Happy","Yes","Yes","No","Yes","P.M.","No","Start","Yes","No","Circumstances","Yes","No","No","No","No","Mysterious","No","No","Tunes","People","No","No","No","No","Yes","Supportive","Yes","PC","Yes","Cautious","No","Yes!","No","Socialize","No","In-person","Yes","No","Yes","Yes","Grrr people","No","No","No","No","No","Yes","Yes","No","No","No","Yes","No","Rent","Optimist","Dad","No","No","No","Yes","Nope","Yes","No","No","Yes","Yes","Yes","Yes","No","No","Yes",99,4,0.908256880733945
3351,1996,"Female","under $25,000","Domestic Partners (no kids)","Current K-12","Independent","Yes","No","No","No","No","No","Public","No","No","No","Yes","No","No","Yes","Science","Study first","Yes","Yes","No","Yes","Receiving","Yes","Yes","Pragmatist","No","Yes","Hot headed","Standard hours","No","Right","Yes","No","No","Yes","A.M.","No","Start","Yes","No","Circumstances","Yes","No","Yes","Yes","No","Mysterious","No","No","Tunes","Technology","No","No","Yes","Yes","No","Demanding","No","PC","No","Risk-friendly","No","Umm...","No","Space","No","In-person","No","No","Yes","No","Grrr people","No","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","No","Own","Pessimist","Dad","No","No","Yes","No","Nope","Yes","No","No","Yes","No","No","Yes","Yes","No","Yes",71,32,0.651376146788991
3360,1988,"Male","$25,001 - $50,000","Single (no kids)","Bachelor's Degree","Independent","No","Yes","No","No","Yes","No","Public","No","Yes","No","Yes","Yes","Yes","Yes","Science","Study first","No","Yes","Yes","No","Receiving","No","Yes","Pragmatist","No","Yes","Cool headed","Standard hours","Yes","Right","No","Yes","No","Yes","P.M.","Yes","Start","Yes","No","Me","No","Yes","Yes","Yes","Yes","Mysterious","Yes","No","Talk","People","No","No","Yes","Yes","No","Supportive","No","PC","No","Cautious","No","Yes!","No","Socialize","Yes","In-person","No","No","Yes","Yes","Yay people!","No","No","Yes","No","No","Yes","Yes","Yes","No","No","Yes","No","Own","Pessimist","Dad","No","No","No","No","Nope","Yes","No","No","Yes","No","Yes","Yes","No","No","No",78,23,0.715596330275229
3366,1991,"Male","under $25,000","Single (no kids)","Current Undergraduate","Republican","Yes","Yes","No","No","No","No","Public","No","No","No","No","Yes","Yes","Yes","Science","Study first","No","Yes","Yes","No","Receiving","Yes","No","Idealist","No","Yes","Hot headed","Odd hours","No","Right","Yes","Yes","No","Yes","P.M.","Yes","Start","No","No","Circumstances","Yes","Yes","No","Yes","No","Mysterious","No","No","Tunes","People","No","Yes","Yes","Yes","Yes","Demanding","No","Mac","Yes","Risk-friendly","No","Umm...","No","Space","No","Online","Yes","No","No","No","Grrr people","No","No","Yes","No","No","No","Yes","Yes","No","No","No","No","Rent","Pessimist","Mom","No","No","No","Yes","Nope","Yes","No","Yes","No","No","Yes","Yes","No","No","No",28,73,0.256880733944954
3367,1973,"Male","$50,000 - $74,999","Single (no kids)","Current Undergraduate","Republican","Yes","No","No","No","No","No","Public","No","Yes","No","Yes","Yes","No","No","Art","Study first","Yes","No","Yes","No","Giving","No","No","Idealist","No","No","Cool headed","Odd hours","No","Happy","Yes","Yes","No","Yes","P.M.","Yes","Start","Yes","Yes","Me","No","Yes","Yes","Yes","No","Mysterious","Yes","No","Talk","Technology","Yes","No","Yes","Yes","No","Supportive","No","PC","Yes","Risk-friendly","No","Yes!","No","Space","No","In-person","No","Yes","Yes","Yes","Yay people!","Yes","No","Yes","Yes","No","No","No","No","No","Yes","No","Yes","Rent","Optimist","Mom","No","Yes","Yes","Yes","Nope","Yes","No","Yes","No","Yes","No","Only-child","Yes","No","No",53,53,0.486238532110092
3369,1979,"Female","$25,001 - $50,000","Single (no kids)","Master's Degree","Democrat","Yes","No","Yes","Yes","Yes","Yes","Private","No","Yes","No","Yes","No","Yes","Yes","Science","Study first","No","No","Yes","Yes","Giving","Yes","Yes","Pragmatist","No","No","Hot headed","Standard hours","Yes","Happy","No","Yes","No","Yes","P.M.","Yes","End","No","No","Circumstances","No","No","Yes","Yes","Yes","TMI","No","No","Tunes","People","Yes","No","Yes","Yes","Yes","Supportive","No","Mac","No","Risk-friendly","Yes","Umm...","No","Space","Yes","In-person","Yes","No","Yes","Yes","Grrr people","No","No","No","Yes","Yes","No","No","Yes","Yes","No","No","No","Own","Pessimist","Dad","No","Yes","No","Yes","Check!","Yes","No","Yes","No","No","No","Only-child","No","No","Yes",32,69,0.293577981651376
